Timestep	Duration (ma)	End Time (ma)	Elastic ehmin	Elastic ehmax	Total ehmin	Total ehmax	FS HMin Mode1												FS HMin Mode2												FS HMax Mode1												FS HMax Mode2												uF Porosity: Uniform aperture	MF Porosity: Uniform aperture	uF Porosity: Size-dependent aperture	MF Porosity: Size-dependent aperture	uF Porosity: Dynamic aperture	MF Porosity: Dynamic aperture	uF Porosity: Barton-Bandis aperture	MF Porosity: Barton-Bandis aperture	
							Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed	Fracture stage	Driving stress	a_uFP30	s_uFP30	a_uFP32	s_uFP32	a_MFP30	sII_MFP30	sIJ_MFP30	a_MFP32	s_MFP32	Theta_dashed									
443	2.36995784840562E-05	0.572586012222577	-0.00449961012222577	0.00122625	-0.00572586012222577	0	Deactivated	36550841.3037415	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27313946.5876311	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00257827642227487	0	0.00777033622850325	0	0.000222222222222222	0	0	0	0	0.97881582688653	Growing	90348.3901185623	0.00239960606696958	8.59723269122536E-05	0.00611211969094839	0.000262211331527909	0.000212823288528816	2.14237303190984E-05	0.000367318444882239	0.00386706036463919	0.00440175227735959	0.946195279177656	4.91979024283048E-05	9.18121668262841E-05	1.66433806030826E-06	8.65309286434844E-06	0.000575942823679843	0.00305359891715712	5.34675061869152E-05	0.000107389420159289	
444	2.36595030728506E-05	0.57260967172565	-0.0044998467172565	0.00122625	-0.0057260967172565	0	Deactivated	36553364.9840693	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27315075.2117844	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00257392818955505	0	0.00775723164827251	0	0.000222222222222222	0	0	0	0	0.977340096840811	Growing	90858.8151869476	0.00238823237286106	9.01897816332785E-05	0.0060512843744732	0.000277474309896253	0.000200015689319119	2.23779871639767E-05	0.000394343817409666	0.00375696575884147	0.0049186193944378	0.943143807445849	4.9168563969136E-05	9.20155530819244E-05	1.66373057361121E-06	8.67226156734525E-06	0.000575995959111349	0.00305388210624197	5.34534677147535E-05	0.000107496494196987	
445	2.37929901107065E-05	0.572633464715761	-0.0045000846471576	0.00122625	-0.0057263346471576	0	Deactivated	36555902.9030145	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27316210.2036409	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00256959585779289	0	0.00774417498989617	0	0.000222222222222222	0	0	0	0	0.975862439413274	Growing	91372.1200761882	0.00237666596536459	9.43987640449532E-05	0.00599001026194907	0.000293146648113971	0.000186455771108943	2.32906072414395E-05	0.000422540105912258	0.00360745595332354	0.00547341419368739	0.940098921826785	4.91392347527946E-05	9.22181955787902E-05	1.66313130399258E-06	8.69136017272902E-06	0.000576049394333233	0.00305416689308109	5.34394290545241E-05	0.000107603179100469	
446	2.41147732343846E-05	0.572657579488995	-0.00450032579488995	0.00122625	-0.00572657579488995	0	Deactivated	36558475.1454928	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27317360.5454481	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00256528127270058	0	0.00773117181592919	0	0.000222222222222222	0	0	0	0	0.974384126126364	Growing	91892.3670458452	0.00236484311418977	9.85999904159436E-05	0.00592791783364144	0.000309301738541761	0.000172230529442781	2.41588418883379E-05	0.00045193497648977	0.00341829337510567	0.00606620158369108	0.937062536629479	4.91097644968712E-05	9.24200079846831E-05	1.66253755145075E-06	8.71038054388171E-06	0.000576103552228161	0.00305445553145792	5.34253108791312E-05	0.000107709429639295	
447	2.46460201118768E-05	0.572682225509107	-0.00450057225509107	0.00122625	-0.00572682225509107	0	Deactivated	36561104.0543047	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27318536.2292102	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00256098603381224	0	0.00771822694700211	0	0.000222222222222222	0	0	0	0	0.972906279839784	Growing	92424.0750222221	0.00235268686022536	0.000102795070252839	0.005864574117869	0.000326034668755429	0.000157476796199155	2.49803438319407E-05	0.000482524702527875	0.00319064578199627	0.0066956641719357	0.934036324105212	4.90799866696283E-05	9.26209154822507E-05	1.66194654866059E-06	8.729315629434E-06	0.000576158903217974	0.00305475052851933	5.34110254163924E-05	0.000107815206700653	
448	2.54134566920569E-05	0.572707638965799	-0.00450082638965799	0.00122625	-0.00572707638965799	0	Deactivated	36563814.8230185	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27319748.5218332	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00255671098062199	0	0.00770534291315841	0	0.000222222222222222	0	0	0	0	0.971429720491152	Growing	92972.3395115493	0.00234010345080695	0.000106987163206283	0.00579948030539674	0.000343469238011223	0.000142403241410751	2.57534211926771E-05	0.000514255907055757	0.00292787227645991	0.00735836432218287	0.93102137607135	4.90497150310982E-05	9.28208788046061E-05	1.66135546291363E-06	8.74816172856897E-06	0.000576215977746683	0.00305505471130463	5.33964747978549E-05	0.000107920489952241	
449	2.64459774848921E-05	0.572734084943284	-0.00450109084943284	0.00122625	-0.00572734084943284	0	Deactivated	36566635.7272836	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27321010.0685722	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00255245526254158	0	0.00769251715091944	0	0.000222222222222222	0	0	0	0	0.969954669779881	Growing	93542.8793840318	0.0023269790883068	0.000111182018127002	0.00573206587036598	0.000361766272529543	0.000127315337775208	2.64774069016087E-05	0.000547003108304491	0.00263650575954876	0.00804784870499814	0.928017576919215	4.90187434497225E-05	9.30199377375582E-05	1.66076148779101E-06	8.76692259101078E-06	0.000576275371150718	0.00305537125270192	5.33815512548994E-05	0.000108025300750027	
450	2.77655877590346E-05	0.572761850531043	-0.00450136850531043	0.00122625	-0.00572761850531043	0	Deactivated	36569597.3899779	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27322334.5643944	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00254821482347839	0	0.00767973743614843	0	0.000222222222222222	0	0	0	0	0.968480256716451	Growing	94141.8882468565	0.00231317900648172	0.000115389461848109	0.00566170171388149	0.000381131369335863	0.000112635773963733	2.71531547255757E-05	0.000580546808685796	0.00232723609161354	0.00875380690315113	0.925022571067489	4.89868540624979E-05	9.32182820026671E-05	1.66016211687134E-06	8.78561609759521E-06	0.000576337728186792	0.00305570358898826	5.3366141872389E-05	0.000108129739449504	
451	2.93675203704237E-05	0.572791218051413	-0.00450166218051413	0.00122625	-0.00572791218051413	0	Deactivated	36572729.9254841	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27323735.4768611	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00254406837926654	0	0.00766724100038987	0	0.000222222222222222	0	0	0	0	0.967032334121506	Growing	94775.4568618501	0.00229863300967396	0.000119545367100043	0.00558795034633335	0.000401621979861331	9.41781840988707E-05	2.77692478280691E-05	0.000618886524459801	0.00191909359362586	0.00954984481373977	0.922090366215803	4.89539754661073E-05	9.34122297089675E-05	1.65955811901653E-06	8.80389523827404E-06	0.000576403682905382	0.00305605509938104	5.33501849433844E-05	0.000108231868485272	
452	3.26646741326199E-05	0.572823882725546	-0.00450198882725546	0.00122625	-0.00572823882725546	0	Deactivated	36576214.1573915	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27325293.67274	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00253990499244143	0	0.00765469350346482	0	0.000222222222222222	0	0	0	0	0.965575448783884	Growing	95480.1575682235	0.00228254468988763	0.0001237792814858	0.00550683780344013	0.000424345461899881	7.85575505269773E-05	2.83319337324709E-05	0.000656868842212226	0.0015433233425414	0.0103150954407398	0.919145697433392	4.89185071872174E-05	9.36069698969253E-05	1.65892381006205E-06	8.82224906858944E-06	0.000576477042500031	0.00305644607459071	5.33328757057216E-05	0.000108334421771662	
453	3.61555027045784E-05	0.57286003822825	-0.0045023503822825	0.00122625	-0.0057286003822825	0	Deactivated	36580070.7443467	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27327018.3908586	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00253567786221601	0	0.00764195389849095	0	0.000222222222222222	0	0	0	0	0.964094465367291	Growing	96260.1686649751	0.00226468870776519	0.000128144970552627	0.00541784349832507	0.000449805156511061	6.65530630248775E-05	2.88560947278247E-05	0.0006939735109056	0.00123116855835071	0.011022693727637	0.91615677171541	4.88803700794785E-05	9.38046916482786E-05	1.65826368615005E-06	8.84088390463463E-06	0.000576558241933156	0.00305687883278059	5.33141873318209E-05	0.000108438552381526	
454	3.91542253992558E-05	0.57289919245365	-0.0045027419245365	0.00122625	-0.0057289919245365	0	Deactivated	36584247.195056	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27328886.1563967	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00253133664030523	0	0.00762887044723728	0	0.000222222222222222	0	0	0	0	0.96257293254054	Growing	97104.873564965	0.00224509606869594	0.000132689157902357	0.00532198861883779	0.000478246453909605	5.84050914187331E-05	2.93587259797401E-05	0.000729866669725786	0.00100248800280233	0.0116574909407939	0.913089334987206	4.88401215628073E-05	9.40077499770828E-05	1.65759391310186E-06	8.86002170125528E-06	0.000576646176014251	0.0030573474837588	5.32944279294246E-05	0.000108545499860299	
455	4.07878816054834E-05	0.572939980335255	-0.00450314980335255	0.00122625	-0.00572939980335255	0	Deactivated	36588597.9024272	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27330831.8518832	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00252685632273141	0	0.00761536779342629	0	0.000222222222222222	0	0	0	0	0.961002598802169	Growing	97984.8226151879	0.00222420565382771	0.000137418432988658	0.00522232334403276	0.000509376545564261	5.36740026863262E-05	2.9854527969361E-05	0.000764362905392423	0.000858156329429738	0.0122209515219938	0.909926474847774	4.87991026443267E-05	9.42173144309965E-05	1.65694227576734E-06	8.87977268572135E-06	0.000576737779023945	0.00305783568855453	5.32743086342427E-05	0.000108655878401294	
456	4.0588353367542E-05	0.572980568688623	-0.00450355568688623	0.00122625	-0.00572980568688623	0	Deactivated	36592927.3267864	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27332768.0293173	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00252217745045854	0	0.00760126674110453	0	0.000222222222222222	0	0	0	0	0.959363946590485	Growing	98860.4670858019	0.00220270157254159	0.000142354187049169	0.0051228907155473	0.000542530434767503	5.36738506360862E-05	3.03619817027136E-05	0.000795578963896715	0.000816482915749773	0.0127003284228227	0.906627863551712	4.87589127485247E-05	9.4436166174571E-05	1.65633646477128E-06	8.90039897661651E-06	0.000576828933925367	0.00305832150512517	5.32546866414463E-05	0.000108771149676731	
457	3.73549447102347E-05	0.573017923633333	-0.00450392923633333	0.00122625	-0.00573017923633333	0	Deactivated	36596911.8542222	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27334549.9641582	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.0025174904331936	0	0.0075871411416371	0	0.000222222222222222	0	0	0	0	0.957719050681223	Growing	99666.3546883224	0.00218212370672717	0.000147263824562826	0.00503087729583963	0.000575490770296254	5.41408181577524E-05	3.08755939604565E-05	0.00082520257685108	0.000811750561050779	0.0131435262199499	0.903323415082799	4.87223234067015E-05	9.46553988957851E-05	1.65581542522193E-06	8.92106117380829E-06	0.000576912827111963	0.00305876861986695	5.3236956102584E-05	0.000108886620418329	
458	3.43325517515026E-05	0.573052256185084	-0.00450427256185084	0.00122625	-0.00573052256185084	0	Deactivated	36600573.9930756	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27336187.7224421	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00251283955609587	0	0.0075731244603788	0	0.000222222222222222	0	0	0	0	0.956082673510525	Growing	100407.037830381	0.00216253612045993	0.00015210518926447	0.00494593099610506	0.000608028017979445	5.39481087998065E-05	3.13916216672921E-05	0.000854086763748649	0.000814364589195447	0.0135759967603199	0.900043566741362	4.86891105400467E-05	9.48729411800424E-05	1.65537035464606E-06	8.94156405107033E-06	0.00057698993249099	0.00305917955850253	5.32209857687845E-05	0.000109001200004279	
459	3.21251800243975E-05	0.573084381365109	-0.00450459381365109	0.00122625	-0.00573084381365109	0	Deactivated	36604000.6789449	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27337720.1829503	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00250823169883648	0	0.00755923743108704	0	0.000222222222222222	0	0	0	0	0.954457418459117	Growing	101100.099606037	0.00214366627680348	0.000156885096421921	0.00486626896214415	0.000640448757234023	5.26892422912345E-05	3.19064799041403E-05	0.000882922859410449	0.000807950194782337	0.0140134712634714	0.896793280637829	4.86585463780476E-05	9.50884712344116E-05	1.65498721592292E-06	8.96187728013336E-06	0.000577062080468805	0.00305956407631357	5.32063919510749E-05	0.000109114719917219	
460	3.07837565585698E-05	0.573115165121667	-0.00450490165121667	0.00122625	-0.00573115165121667	0	Deactivated	36607284.2796445	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27339188.6538254	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.0025036595152001	0	0.00754545791394674	0	0.000222222222222222	0	0	0	0	0.952841163464754	Growing	101764.221798212	0.0021251639505674	0.000161627992271507	0.00478997078446525	0.00067325321397716	5.03128019357565E-05	3.24168527941042E-05	0.000912209794610983	0.000784388149155941	0.0144647561886328	0.893567767511	4.86299097590096E-05	9.53023326741791E-05	1.65465461876415E-06	8.98203324597514E-06	0.000577131215825667	0.00305993253814564	5.31927989190922E-05	0.000109227362199368	
461	3.02306167143899E-05	0.573145395738382	-0.00450520395738382	0.00122625	-0.00573145395738382	0	Deactivated	36610508.8787607	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27340630.7383902	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00249911076658165	0	0.00753174902459768	0	0.000222222222222222	0	0	0	0	0.951230087872056	Growing	102416.410669475	0.00210667544884237	0.000166364527061543	0.0047152916519	0.000707026978913685	4.69040610605472E-05	3.29198621089629E-05	0.000942323037384457	0.000740443618015772	0.0149342312784936	0.89035884173414	4.86026026305207E-05	9.55150979535394E-05	1.65436516457164E-06	9.00208590113247E-06	0.000577199108919569	0.00306029437924837	5.31798970980311E-05	0.000109339429413887	
462	3.0419712945607E-05	0.573175815451327	-0.00450550815451327	0.00122625	-0.00573175815451327	0	Deactivated	36613753.6481416	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27342081.8433716	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00249465333407237	0	0.00751831534114398	0	0.000222222222222222	0	0	0	0	0.949647161686462	Growing	103072.679062462	0.00208790616725783	0.000171060732167841	0.00464075753464201	0.000742301145373949	4.05201097809604E-05	3.34025653812935E-05	0.000975218556852404	0.000643228130777282	0.0154484348002962	0.887213230432593	4.8576255813395E-05	9.57235919708215E-05	1.65411733703347E-06	9.02173599932279E-06	0.000577267426693137	0.00306065848371176	5.31674722594192E-05	0.000109449251211552	
463	3.29093199226598E-05	0.57320872477125	-0.0045058372477125	0.00122625	-0.0057320872477125	0	Deactivated	36617263.9756	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27343651.7095356	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00249012733320015	0	0.0075046750083062	0	0.000222222222222222	0	0	0	0	0.948038965011949	Growing	103782.657704883	0.00206754936556896	0.000175929702650813	0.0045611284482444	0.000781646696614481	3.38668106338255E-05	3.38720653047765E-05	0.00101005707527578	0.000531532138368146	0.0159835333241434	0.884021391576721	4.85492938793975E-05	9.59352932365405E-05	1.65390308130805E-06	9.04168837355694E-06	0.00057734133572281	0.00306105238717471	5.31547489567331E-05	0.000109560769196418	
464	3.65580096534522E-05	0.573245282780903	-0.00450620282780903	0.00122625	-0.00573245282780903	0	Deactivated	36621163.4966297	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27345395.628356	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00247936801130184	0	0.00747224886965856	0	0.000222222222222222	0	0	0	0	0.944479630502686	ResidualActivity	104571.352400621	0.00203985879265083	0.000186120462164162	0.00446293411846804	0.000837892029354103	4.19142053460948E-05	3.44410764369714E-05	0.00105560538571874	0.00073230991860592	0.0167892785775762	0.876704899787985	4.85121063115554E-05	9.64385547533758E-05	1.65356720317689E-06	9.08911965408067E-06	0.000577423439121684	0.00306148996311474	5.31385951405338E-05	0.00010982580163665	
465	2.77841480788142E-05	0.573273066928982	-0.00450648066928982	0.00122625	-0.00573273066928982	0	Deactivated	36624127.1390914	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27346721.0095571	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00247333029876111	0	0.00745405258314438	0	0.000222222222222222	0	0	0	0	0.942360556891933	ResidualActivity	105170.76167982	0.00202037069593441	0.000192154879152137	0.00439277985186758	0.000879359817518557	3.84750666354854E-05	3.48978039540659E-05	0.00109099898108421	0.000671469326339592	0.017414940707887	0.872487395161379	4.84886649290803E-05	9.6720965522398E-05	1.65343258506711E-06	9.11573624199832E-06	0.000577485837841245	0.00306182252155621	5.31281877805674E-05	0.000109974546295922	
466	2.85574785662623E-05	0.573301624407549	-0.00450676624407548	0.00122625	-0.00573301624407548	0	Deactivated	36627173.2701385	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27348083.2807751	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00246664582586036	0	0.00743390710863265	0	0.000222222222222222	0	0	0	0	0.9400259145332	ResidualActivity	105786.854625861	0.00199975932729057	0.000198782046463921	0.00432035245273298	0.000924725854094906	3.66216583990288E-05	3.5364716685322E-05	0.00112820109703666	0.000639256020222603	0.0180724792906465	0.867835775103747	4.84650615105453E-05	9.70336281607193E-05	1.65332912325918E-06	9.14520400142638E-06	0.000577549973336469	0.00306216433626787	5.31178981557719E-05	0.000110139223971486	
467	2.83180227992612E-05	0.573329942430348	-0.00450704942430348	0.00122625	-0.00573329942430348	0	Deactivated	36630193.8592371	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27349434.1292864	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00245982074487655	0	0.00741333787347508	0	0.000222222222222222	0	0	0	0	0.937640057326969	ResidualActivity	106397.781604307	0.00197898027326378	0.000205550839859549	0.00424875019945796	0.000972133226033499	3.50301764547141E-05	3.58332463878154E-05	0.00116589959261004	0.000611488999409885	0.0187387253235938	0.863091273899537	4.84426794522983E-05	9.73528676667866E-05	1.65327281802515E-06	9.17529161603628E-06	0.000577613571052626	0.0030625032848475	5.31082947569861E-05	0.000110307368010603	
468	2.7969825562211E-05	0.57335791225591	-0.0045073291225591	0.00122625	-0.0057335791225591	0	Deactivated	36633177.307297	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27350768.3678202	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00245291271002223	0	0.00739251863429943	0	0.000222222222222222	0	0	0	0	0.935221697600762	ResidualActivity	107001.196649894	0.00195815282118886	0.000212410230257852	0.00417831296725475	0.0010213993585344	3.35563687204467E-05	3.6302792581632E-05	0.00120392547224014	0.000585756307900438	0.0194106972729286	0.858292938664664	4.84216842828593E-05	9.76759872956992E-05	1.65326561018731E-06	9.20574492360896E-06	0.000577676386773896	0.00306283806572942	5.30994465674437E-05	0.000110477558355021	
469	2.76144839375222E-05	0.573385526739847	-0.00450760526739847	0.00122625	-0.00573385526739847	0	Deactivated	36636122.8522504	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27352085.6555695	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00244593440363587	0	0.00737148761277705	0	0.000222222222222222	0	0	0	0	0.932775051118403	ResidualActivity	107596.94563113	0.00193730570312446	0.000219349781219456	0.00410908066336107	0.00107252550836732	3.21692086966314E-05	3.67735283997243E-05	0.00124224153501775	0.000561528174777348	0.020087738490395	0.853449637384713	4.84021156950677E-05	9.80023938378709E-05	1.65330814810108E-06	9.23650801545806E-06	0.000577738404455134	0.00306316859339988	5.30913705439333E-05	0.00011064948264599	
470	2.72701244882289E-05	0.573412796864336	-0.00450787796864336	0.00122625	-0.00573412796864336	0	Deactivated	36639031.6655291	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27353386.5164146	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.00243889002464685	0	0.00735025746352199	0	0.000222222222222222	0	0	0	0	0.930301592372742	ResidualActivity	108185.265475123	0.00191645044889441	0.000226366749677748	0.00404103838449409	0.00112554887104555	3.08580981785899E-05	3.72457571797782E-05	0.00128083587213144	0.000538622485415533	0.0207696382852741	0.84856454251354	4.83839911623458E-05	9.83318908906296E-05	1.65340089620285E-06	9.26756238106785E-06	0.000577799648760539	0.00306349499930848	5.30840746256693E-05	0.000110823037481139	
471	2.69396440147925E-05	0.57343973650835	-0.0045081473650835	0.00122625	-0.0057343973650835	0	Deactivated	36641905.2275574	0.000780825608399417	1.00035126494428E-05	0.00230160023119687	2.98492714070572E-05	0	0	0	0	0.000399415781696006	1.53699617710174E-05	Deactivated	27354671.6124211	0.000113959321741331	0.00422919909069299	0.000189780849238466	0.0817299072537876	0	0.00170396663894493	0	0	0.174956105228873	0.0129782644637104	NotActivated	0	0.0024317820854489	0	0.00732883575831509	0	0.000222222222222222	0	0	0	0	0.927802248218877	ResidualActivity	108766.455603933	0.00189559500178923	0.00023345997091673	0.00397416119123004	0.00118051446583741	2.96161684152409E-05	3.7719786215967E-05	0.001319701939244	0.000516920577177441	0.0214562802884632	0.84363968919375	4.83673245105063E-05	9.8664360938105E-05	1.65354431720086E-06	9.29889694482848E-06	0.000577860150860052	0.00306381744957768	5.30775653626435E-05	0.000110998160999088	
